Iteration,Fitness
1,0.9173401533470682
2,0.6755462796781186
3,1.1155472010668381
4,0.7138719849109335
5,0.838645238326149
6,1.7211394843645822
7,0.4932306739547231
8,0.8812883217694258
9,1.1190529640761648
10,1.144200563760252
11,2.3344684712971713
12,1.5316058576535985
13,1.6266769817811002
14,1.296001659048488
15,2.1421344554768207
16,1.9075496653869526
17,2.8156876216975837
18,2.494511051177394
19,2.751356528504924
20,2.83172359169583
21,2.3815519861825414
22,2.286915951715655
23,3.06992416218093
24,3.031222176152872
25,3.080020191611509
26,2.6212721512677706
27,2.256492171355942
28,2.349097572053789
29,2.5118250445547385
30,3.1593770737520033
31,2.8957078268541383
32,3.2285847225563415
33,2.5305427202212756
34,2.8135128187164007
35,2.921077649107142
36,2.6792655270008736
37,2.967409861627647
38,3.017498314806213
39,3.2974746001816055
40,3.2705092800900673
41,3.48498483874139
42,2.987903798281651
43,3.6512746351808607
44,3.442855090935853
45,3.3715536944030284
46,3.1432536212656186
47,3.484004190289261
48,3.7049044011228673
49,3.341220146105826
50,3.488248871259427
51,3.4986545207710322
52,3.1724998054552263
53,3.2094395133638085
54,3.7120511683901647
55,3.7859639655071042
56,3.606823207756696
57,3.687586442568919
58,3.4112489030263373
59,3.744867478293365
60,3.8045832819533167
61,3.6569801935240935
62,3.735069915840853
63,3.583144029443269
64,3.7426417609348483
65,4.292899732491136
66,3.6813772895414587
67,3.6721914809625833
68,3.6713140202074594
69,3.72170714887927
70,3.533381704533621
71,3.44187349089731
72,3.805601616386726
73,3.8805183431712784
74,3.640755047958403
75,3.7672336708941057
76,3.644873321300989
77,3.9256500961094547
78,4.171747449212992
79,4.242418250388717
80,3.66013294461134
81,3.845704968524623
82,3.831358161954366
83,4.276784661034164
84,3.783193788898333
85,3.6787628265687955
86,3.887917363633208
87,3.8537766592176435
88,3.9977870738208634
89,3.9245454293391067
90,4.162729732966162
91,4.2570705574200955
92,3.94964441547208
93,3.852580624986623
94,4.006300518202118
95,4.226176183426499
96,4.34506680453926
97,4.138596027859355
98,4.251757733329622
99,3.8433181465045485
100,3.9993136180913886
